GBI Store Code,GBI Store Name,GBI Store Address,Ownership,GBI Store Type,GBI Store Region,GBI Store Sub Region,GBI Store Province Municipality,Cluster,GBI Store Email Add,GBI SBU
600418,HYPERMARKET CAINTA,"F. Felix, Cainta, Rizal",COMPANY OWNED,Cart,LUZON,SOUTHERN LUZON,CAINTA,Cluster 3,store.600418@goldilocks.com,Store
600349,HYPERMARKET CUBAO,"SM Hypermarket Cubao, Main Avenue, Cor. Edsa, Quezon City",COMPANY OWNED,Cart,LUZON,MEGA NORTH,QUEZON CITY,Cluster 1,store.600349@goldilocks.com,Store
107156,HYPERMARKET DAGUPAN,"Sm Hypermarket Sm Center Dagupan MH Del Pilar St., Herrero Perez Dagupan City Pangasinan",FRANCHISE,Cart,LUZON,NORTHERN LUZON,DAGUPAN CITY,Cluster 2,store.107156@goldilocks.com,Store
108136,HYPERMARKET HANDUMANAN,"SM Hypermarket Handumanan, Handumanan, Bacolod City, Negros Occidental",FRANCHISE,Kiosk,VISAYAS,WESTERN VISAYAS,BACOLOD CITY,Cluster 4,For Update,Store
600355,HYPERMARKET JAZZ,"SM hypermarket Jazz Nicanor Garcia corner Jupiter st., brgy. Bel-Air Makati City",COMPANY OWNED,Cart,LUZON,MEGA SOUTH,"MAKATI, CITY OF",Cluster 1,store.600355@goldilocks.com,Store
600352,HYPERMARKET LAS PINAS,"SM center Las Pinas, Alabang Zapote rd., Las Pinas",COMPANY OWNED,Cart,LUZON,MEGA SOUTH,"LAS PIÅƒAS, CITY OF",Cluster 1,store.600352@goldilocks.com,Store
600340,HYPERMARKET MAKATI,"SM hypermarket Makati, South super highway corner Finlandia brgy. San Isidro Makati City",COMPANY OWNED,Cart,LUZON,MEGA SOUTH,"MAKATI, CITY OF",Cluster 1,store.600340@goldilocks.com,Store
600483,HYPERMARKET MUNTINLUPA,"SM Center-Muntinlupa National Rd., Brgy. Tunasan, Muntinlupa City 1770",COMPANY OWNED,Cart,LUZON,MEGA SOUTH,"MUNTINLUPA, CITY OF",Cluster 1,No E-mail Account,Store
110159,HYPERMARKET NAIC,Sm Hypermarket The Stadium Shopping Strip Along Soriano Highway Naic Cavite,FRANCHISE,Cart,LUZON,SOUTHERN LUZON,NAIC,Cluster 3,store.110159@goldilocks.com,Store
119838,HYPERMARKET ORMOC,"SM Hypermarket, SM Center Ormoc, Real Street, District 14, Ormoc City, Leyte",SUBSIDIARIES,Kiosk,VISAYAS,EASTERN VISAYAS,ORMOC CITY,Cluster 4,For Update,Store
600325,HYPERMARKET TAYTAY,"Sm City Taytay, Manila East Road, Dolores, Taytay, Rizal",COMPANY OWNED,Cart,LUZON,SOUTHERN LUZON,TAYTAY,Cluster 3,store.600325@goldilocks.com,Store
600241,I MALL CANLUBANG,"Jose Yulo St. Corner Cecilian Ave., Brgy Canlubang, Calamba City",COMPANY OWNED,Kiosk,LUZON,SOUTHERN LUZON,CALAMBA,Cluster 3,store.600241@goldilocks.com,Store
119552,IBA TOWN CENTER,"National Road Poblacion Zone 1, Iba Zambales 2201",FRANCHISE,Cart,LUZON,CENTRAL LUZON,TUBIGON IBA,Cluster 2,store.119552@goldilocks.com,Store
102192,IBAJAY AKLAN - SU,"Ibajay Public Market, Aklan West Road, Ibajay, Aklan",SUBSIDIARIES,Kiosk,VISAYAS,WESTERN VISAYAS,KALIBO,Cluster 4,store.102192@goldilocks.com,Store
600255,IBAYO TOWN CENTER,"Ibayo Town Center, 8301 J.P Rizal, St. Barangay Sto.NiÅ„o, Paranaque City",COMPANY OWNED,Cart,LUZON,MEGA SOUTH,"PARANAQUE, CITY OF",Cluster 1,store.600255@goldilocks.com,Store
119809,ILIGAN MERCADO TM,"No. 15, Quezon Ave., Cor. Mercado St., Iligan City, Lanao del Norte 9200",SUBSIDIARIES,Test Market,MINDANAO,NORTHERN MINDANAO,ILIGAN CITY,Cluster 4,store.119809@goldilocks.com,Store
108109,ILOILO IZNART,"1st floor, Pablo Dulalia Building, Iznart Street, Iloilo City, Iloilo",FRANCHISE,Bakeshop,VISAYAS,WESTERN VISAYAS,ILOILO CITY,Cluster 4,store.108109@goldilocks.com,Store
110024,IMUS CAVITE,"G/F Ilano Bldg. Nueno Ave. Tanzang Luma, Imus City",FRANCHISE,Bakeshop,LUZON,SOUTHERN LUZON,IMUS,Cluster 3,store.110024@goldilocks.com,Store
110150,INDANG CAVITE,"Unit 2, Ground Floor, Elmia Building, San Gregorio Street, Indang Cavite",FRANCHISE,Kiosk,LUZON,SOUTHERN LUZON,INDANG,Cluster 3,store.110150@goldilocks.com,Store
119810,IPONAN TM,"Unit 3, Zone C-124, Brgy. Iponan, Cagayan de Oro City, Misamis Oriental 9000",SUBSIDIARIES,Test Market,MINDANAO,NORTHERN MINDANAO,,Cluster 4,No E-mail Account,Store
119774,IRIGA BICOL - SU,"LCC Supermarket Iriga, Hi-way 1 Zone 2, San Francisco, Iriga City",SUBSIDIARIES,Cart,LUZON,SOUTHERN LUZON,IRIGA CITY,Cluster 3,store.119774@goldilocks.com,Store
119699,ISABEL LEYTE,"Roxas St., Isabel Leyte",FRANCHISE,Kiosk,VISAYAS,EASTERN VISAYAS,"ISABEL, CITY OF",Cluster 4,store.119699@goldilocks.com,Store
600055,ISETANN RECTO,"G-0005-G/F, Cinerama Complex, C.M. Recto Ave., Cor. Quezon Blvd. Quiapo Manila",COMPANY OWNED,Bakeshop,LUZON,MEGA SOUTH,"MANILA, CITY OF",Cluster 1,store.600055@goldilocks.com,Store
115149,ISLAND CENTRAL MACTAN,"Mactan Economic Zone 1,M.L Quezon National Highway,Brgy.Pusok,Lapu-Lapu City",SUBSIDIARIES,Cart,VISAYAS,CENTRAL VISAYAS,LAPU LAPU,Cluster 4,store.115149@goldilocks.com,Store
115115,ISLAND CITY MALL,Lower Ground Floor Island City mall Dampas District Tagbilaran City Bohol,SUBSIDIARIES,Bakeshop,VISAYAS,CENTRAL VISAYAS,TAGBILARAN CITY,Cluster 4,store.115115@goldilocks.com,Store
115140,J CENTRE MALL,"J Centre Mall A.S. Fortuna St., bakilid Mandaue City Cebu",SUBSIDIARIES,Bakeshop,VISAYAS,CENTRAL VISAYAS,MANDAUE CITY,Cluster 4,store.115140@goldilocks.com,Store
627,JAGNA - BOHOL ,"Looc, Jagna Bohol",SUBSIDIARIES,Test Market,VISAYAS,CENTRAL VISAYAS,JAGNA ,Cluster 4,store.627@goldilocks.com,Store
120055,JAKA,"G/F Jaka Plaza along Dr. A. Santos Avenue , ParaÅ„aque City",FRANCHISE,Bakeshop,LUZON,MEGA SOUTH,"PARANAQUE, CITY OF",Cluster 1,store.120055@goldilocks.com,Store
102230,JANIUAY ILOILO TM,"Brgy. Aquino-Nobleza (West) Street, Janiuay, Iloilo",SUBSIDIARIES,Test Market,VISAYAS,WESTERN VISAYAS,,Cluster 4,No E-mail Account,Store
600167,JP RIZAL,G/F KBC Bldg. # 353 JP Rizal Avenue  Makati,COMPANY OWNED,Kiosk,LUZON,MEGA SOUTH,"MAKATI, CITY OF",Cluster 1,store.600167@goldilocks.com,Store
104034,JS GAISANO SOUTH,"G/F Gaisano South Citimall, Ilustre St. Davao City",FRANCHISE,Kiosk,MINDANAO,SOUTHERN MINDANAO,DAVAO CITY,Cluster 4,store.104034@goldilocks.com,Store
600362,JUMBO JENRA DOLORES,"MC ARTHUR HIGHWAY, DOLORES, SAN FERNANDO, PAMPANGA",COMPANY OWNED,Bakeshop,LUZON,CENTRAL LUZON,"SAN FERNANDO, CITY OF",Cluster 2,store.600362@goldilocks.com,Store
115114,JY SQUARE,"Jy Square Commercial Complex, Gorordo Ave., Lahug, Cebu City",SUBSIDIARIES,Kiosk,VISAYAS,CENTRAL VISAYAS,CEBU CITY,Cluster 4,store.115114@goldilocks.com,Store
108096,KABIHASNAN,"Unit 5, 7033 A. Bonifacio Street, San Dionisio, ParaÅ„aque City",FRANCHISE,Kiosk,LUZON,MEGA SOUTH,"PARANAQUE, CITY OF",Cluster 1,store.108096@goldilocks.com,Store
102098,KALENTONG,# 46 Shaw Blvd. cor. J. Tiosejo St. Mandaluyong City,FRANCHISE,Bakeshop,LUZON,MEGA SOUTH,"MANDALUYONG, CITY OF",Cluster 1,store.102098@goldilocks.com,Store
600091,KAMIAS,"G/F, #2 Kamias Road, Quezon City",COMPANY OWNED,Bakeshop,LUZON,MEGA NORTH,QUEZON CITY,Cluster 1,store.600091@goldilocks.com,Store
119701,KANANGA LEYTE,"J&F Mall Real st. Barangay Poblacion, Kananga, Leyte",SUBSIDIARIES,Kiosk,VISAYAS,EASTERN VISAYAS,KANANGA,Cluster 4,store.119701@goldilocks.com,Store
116275,"KAPASIGAN, PASIG","New Victoria Theater bldg., Dr. Sixto Antonio ave., Kapasigan Pasig City",FRANCHISE,Bakeshop,LUZON,MEGA NORTH,"PASIG, CITY OF",Cluster 1,store.116275@goldilocks.com,Store
119759,KAPATAGAN,"Unit N4, Prince Kapatagan, Poblacion, Kapatagan, Lanao Del Norte",SUBSIDIARIES,Cart,MINDANAO,NORTHERN MINDANAO,KAPATAGAN,Cluster 4,store.119759@goldilocks.com,Store
600445,KARUHATAN VALENZUELA,"268 Mc Arthur Highway, Brgy. Karuhatan, Valenzuela City",COMPANY OWNED,Bakeshop,LUZON,MEGA NORTH,"VALENZUELA, CITY OF",Cluster 1,store.600445@goldilocks.com,Store
103117,KCC GENSAN,"G/F KCC Mall, Jose Catolico Sr. Avenue, General Santos City",FRANCHISE,Bakeshop,MINDANAO,SOUTHERN MINDANAO,GENERAL SANTOS CITY (DADIANGAS),Cluster 4,store.103117@goldilocks.com,Store
119762,KCC ZAMBOANGA - SU,"G/F KCC Mall De Zamboanga, Gov. Camins, Camino Nuevo, Zamboanga City",SUBSIDIARIES,Bakeshop,MINDANAO,NORTHERN MINDANAO,ZAMBOANGA CITY,Cluster 4,store.119762@goldilocks.com,Store
103170,KIDAPAWAN,"DCWI Bldg. Quezon Avenue, Kidapawan City",FRANCHISE,Cart,MINDANAO,SOUTHERN MINDANAO,"KIDAPAWAN, CITY OF",Cluster 4,store.103170@goldilocks.com,Store
600287,KUMINTANG,"located at E and R Centro bldg., JP Laurel highway brgy Kumintang Ilaya Batangas City",COMPANY OWNED,Bakeshop,LUZON,SOUTHERN LUZON,BATANGAS CITY,Cluster 3,store.600287@goldilocks.com,Store
102226,LA CARLOTA CITY TM,Poblacion La Carlota City Negros Occ.,SUBSIDIARIES,Test Market,VISAYAS,WESTERN VISAYAS,,Cluster 4,store.102226@goldilocks.com,Store
102227,LA CASTELLANA - SU,"C&N COOP Supermarket, Brgy. Robles, La Castellana, Negros Occidental",SUBSIDIARIES,Cart,VISAYAS,WESTERN VISAYAS,LA CASTELLANA,Cluster 4,store.102227@goldilocks.com,Store
115126,"LA NUEVA OPON / MACTAN, CEBU",La Nueva Gun-Ob Lapu Lapu City,SUBSIDIARIES,Kiosk,VISAYAS,CENTRAL VISAYAS,LAPU LAPU CITY,Cluster 4,store.115126@goldilocks.com,Store
120108,LAGRO 2 QC,"G/F Luwell Bldg. Lot 43-A Blk 89, Asencion Street Quirino Hi-way, Lagro, QC",FRANCHISE,Kiosk,LUZON,MEGA NORTH,QUEZON CITY,Cluster 1,store.120108@goldilocks.com,Store
600169,LANDMARK,"Landmark Foodcourt , Ayala Center , Makati City",COMPANY OWNED,Kiosk,LUZON,MEGA SOUTH,"MAKATI, CITY OF",Cluster 1,store.600169@goldilocks.com,Store
107148,LANDMARK ALABANG,"Food center level1 Landmark Filinvest City Alabang City of Muntinlupa NCR, Fourth district Philippines 1780",FRANCHISE,Cart,LUZON,MEGA SOUTH,"MUNTINLUPA, CITY OF",Cluster 1,store.107148@goldilocks.com,Store
600464,LANDMARK TRINOMA FOODCOURT,"Stall #25 Food Center Main, Landmark Trinoma, Edsa Cor. Mindanao Ave. Ext., Pagasa Quezon City",COMPANY OWNED,Kiosk,LUZON,MEGA NORTH,QUEZON CITY,Cluster 1,store.600464@goldilocks.com,Store
105263,LAUREL BATANGAS,"Talisay-Laurel Road, Poblacion Laurel Batangas",FRANCHISE,Test Market,LUZON,SOUTHERN LUZON,LAUREL,Cluster 3,store.105263@goldilocks.com,Store
119776,LCC LABO TM,brgy. Pinya Labo Camarines Norte,SUBSIDIARIES,Test Market,LUZON,SOUTHERN LUZON,DAET,Cluster 3,No E-mail Account,Store
119689,LEAH SQUARE NAGA CEBU,Naga Cebu,SUBSIDIARIES,Cart,VISAYAS,CENTRAL VISAYAS,NAGA CITY,Cluster 4,store.119689@goldilocks.com,Store
600413,LEMERY BAYAN,"Lot 3, Illustre Avenue, Lemery Batangas",COMPANY OWNED,Bakeshop,LUZON,SOUTHERN LUZON,LEMERY,Cluster 3,store.600413@goldilocks.com,Store
116443,LIGID TIPAS TAGUIG,"11 F. Manalo St., Ligid Tipas, Taguig City",FRANCHISE,Cart,LUZON,MEGA SOUTH,TAGUIG,Cluster 1,store.116443@goldilocks.com,Store
125008,LILAC STREET MARIKINA,"Lilac Commercial Bldg., Lilac St., Brgy. Concepcion 2, Marikina City",FRANCHISE,Kiosk,LUZON,MEGA NORTH,"MARIKINA, CITY OF",Cluster 1,store.125008@goldilocks.com,Store
TEST85,LIMAY BATAAN TM,"stall no.4 Queens row bldg., townsite Limay Bataan",FRANCHISE,Test Market,LUZON,CENTRAL LUZON,LIMAY CITY,Cluster 2,No E-mail Account,Store
119746,LIMKETKAI - SU,"G/F South Concours Entrance, Limketkai Mall, Cagayan de Oro",SUBSIDIARIES,Bakeshop,MINDANAO,NORTHERN MINDANAO,CAGAYAN DE ORO CITY,Cluster 4,store.119746@goldilocks.com,Store
102119,LINGAYEN PANGASINAN,"MJMT Bldg. #5 Avenida Rizal St., Brgy. Poblacion Lingayen",SUBSIDIARIES,Kiosk,LUZON,NORTHERN LUZON,LINGAYEN,Cluster 2,store.102119@goldilocks.com,Store
105005,LIPA,"C.M. Recto St., Lipa City 4217",FRANCHISE,Bakeshop,LUZON,SOUTHERN LUZON,LIPA CITY,Cluster 3,store.105005@goldilocks.com,Store
119778,"LOPEZ, QUEZON - SU","San antonio street. Brgy Burgos Lopez, Quezon",SUBSIDIARIES,Bakeshop,LUZON,SOUTHERN LUZON,LUCENA CITY,Cluster 3,store.119778@goldilocks.com,Store
102217,LOPUES EAST - SU,"G/F Lopues East Centre Park Blg. Burgos Hilado, National Highway, Bacolod City",SUBSIDIARIES,Cart,VISAYAS,WESTERN VISAYAS,BACOLOD CITY,Cluster 4,store.102217@goldilocks.com,Store
119704,LOS BANOS CROSSING,"H&A Commercial Bldg., National Highway, Batong Malake, Los Banos, Laguna",FRANCHISE,Kiosk,LUZON,SOUTHERN LUZON,LOS BANOS,Cluster 3,store.119704@goldilocks.com,Store
119703,LOS BANOS GROVE,"Juanatta Residence Bldg., Lopez Ave., Brgy. Batong Malake, Los Banos Laguna",FRANCHISE,Kiosk,LUZON,SOUTHERN LUZON,LOS BANOS,Cluster 3,store.119703@goldilocks.com,Store
116286,LOWER BICUTAN,"M. L. Quezon St., Purok 5, Lower Bicutan, Taguig City",FRANCHISE,Bakeshop,LUZON,MEGA SOUTH,"PARANAQUE, CITY OF",Cluster 1,store.116286@goldilocks.com,Store
107127,LUCAO CART,"CSI Warehyouse Club, Lucao District, Dagupan City",FRANCHISE,Cart,LUZON,NORTHERN LUZON,DAGUPAN CITY,Cluster 2,No E-mail Account,Store
107037,LUCAO MALL,"CSI The City Mall, Lucao District, Dagupan City",FRANCHISE,Full Store,LUZON,NORTHERN LUZON,DAGUPAN CITY,Cluster 2,store.107037@goldilocks.com,Store
119785,LUCBAN QUEZON - SU,"Quezon ave.,brgy. 10 Poblacion Lucban Quezon Province",SUBSIDIARIES,Kiosk,LUZON,SOUTHERN LUZON,LUCBAN,Cluster 3,store.119785@goldilocks.com,Store
600123,LUCENA BAYAN,"Quezon Avenue, Lucena City",COMPANY OWNED,Bakeshop,LUZON,SOUTHERN LUZON,LUCENA CITY,Cluster 3,store.600123@goldilocks.com,Store
119789,LUCENA DALAHICAN - SU,"Purok Little Baguio 1, Red-V brgy. Ibabang Dupay Lucena City",SUBSIDIARIES,Bakeshop,LUZON,SOUTHERN LUZON,LUCENA CITY,Cluster 3,store.119789@goldilocks.com,Store
600032,LUCENA TERMINAL,"Stall #B-12, Lucena Grand Central Terminal, Lucena City",COMPANY OWNED,Kiosk,LUZON,SOUTHERN LUZON,LUCENA CITY,Cluster 3,store.600032@goldilocks.com,Store
600478,LUCSUHIN CALATAGAN,"Gulod Lucsuhin Road, Lucsuhin, Calatagan, Batangas",COMPANY OWNED,Kiosk,LUZON,SOUTHERN LUZON,"CALATAGAN, CITY OF",Cluster 3,No E-mail Account,Store
115094,LUPAO,"Neap Lupao Public Market Mata St., Poblacion North Lupao Nueva Ecija",SUBSIDIARIES,Test Market,LUZON,CENTRAL LUZON,LUPAO,Cluster 2,store.115094@goldilocks.com,Store
119686,LUTOPAN,"Lutopan, Cebu",SUBSIDIARIES,Kiosk,VISAYAS,CENTRAL VISAYAS,TOLEDO CITY,Cluster 4,store.119686@goldilocks.com,Store
116170,LUZURRIAGA,BUL BLDG LUZURIAGA ST BACOLOD CITY NEGROS OCCIDENTAL,FRANCHISE,Bakeshop,VISAYAS,WESTERN VISAYAS,BACOLOD CITY,Cluster 4,store.116170@goldilocks.com,Store
103147,MAASIN,"Tomas Oppus St., Tunga-tunga Maasin City, Southern Leyte",FRANCHISE,Kiosk,VISAYAS,EASTERN VISAYAS,"MAASIN, CITY OF",Cluster 4,store.103147@goldilocks.com,Store
109030,"MABALACAT, PAMPANGA","unit 7 Dela Cruz Bldg., San Francisco Pampanga",FRANCHISE,Kiosk,LUZON,CENTRAL LUZON,MABALACAT,Cluster 2,store.109030@goldilocks.com,Store
109033,MACABEBE PAMPANGA TM,#137 Batasan Macabebe Pampanga,FRANCHISE,Kiosk,LUZON,CENTRAL LUZON,"ALAMINOS, CITY OF",Cluster 2,store.109033@goldilocks.com,Store
101123,MAGALANG PAMPANGA,San Pedro Magalang Pampanga,FRANCHISE,Kiosk,LUZON,CENTRAL LUZON,MAGALANG,Cluster 2,store.101123@goldilocks.com,Store
102244,MAGIC MALL URDANETA,"GF Unit 131-A, Magic Mall Urdaneta Annex, Alexander St., Poblaion, Urdaneta City, Pangasinan",SUBSIDIARIES,Kiosk,LUZON,NORTHERN LUZON,"URDANETA, CITY OF",Cluster 2,store.102244@goldilocks.com,Store
115052,MAGIC STAR TARLAC,"Magic Star Mall, Cut-Cut Tarlac City",SUBSIDIARIES,Cart,LUZON,CENTRAL LUZON,"TARLAC, CITY OF",Cluster 2,store.115052@goldilocks.com,Store
118094,MAGSAYSAY GUADALUPE,"G/F Sogo Hotel bldg., 2195 Edsa Guadalupe Nuevo Makati City",FRANCHISE,Bakeshop,LUZON,MEGA SOUTH,"MAKATI, CITY OF",Cluster 1,store.118094@goldilocks.com,Store
102112,MALABON BAYAN,"# 675 Rizal avenue Extension, Malabon City",FRANCHISE,Bakeshop,LUZON,MEGA NORTH,MALABON,Cluster 1,store.102112@goldilocks.com,Store
102062,MALABON C-SQUARE,"G/F Malabon Citisquare C-4 Road Corner Dagat-Dagatan, Malabon City",FRANCHISE,Bakeshop,LUZON,MEGA NORTH,MALABON,Cluster 1,store.102062@goldilocks.com,Store
600385,MALANDAY VALENZUELA,"The Zuniga Apartments, Km. 17 Mc Arthur Hiway, Malanday Valenzuela City",COMPANY OWNED,Bakeshop,LUZON,MEGA NORTH,"VALENZUELA, CITY OF",Cluster 1,store.600385@goldilocks.com,Store
116304,MALARIA CALOOCAN,"Unit G #711 Hilton St., Cefels Park Subdivision III, Quirino Highway Caloocan City",FRANCHISE,Kiosk,LUZON,MEGA NORTH,CALOOCAN,Cluster 1,store.116304@goldilocks.com,Store
107084,MALASIQUE PANGASINAN,"CSI Poblacion , Malasique, Pangasinan",FRANCHISE,Cart,LUZON,NORTHERN LUZON,MALASIQUI,Cluster 2,store.107084@goldilocks.com,Store
600175,"MALIBAY, PASAY","Commercial 2 #28 CS Building C. Jose St., Mlibay Pasay",COMPANY OWNED,Kiosk,LUZON,MEGA SOUTH,PASAY CITY,Cluster 1,store.600175@goldilocks.com,Store
117022,MALINTA,"No. 515 Paso De Blas, Valenzuela City",FRANCHISE,Bakeshop,LUZON,MEGA NORTH,"VALENZUELA, CITY OF",Cluster 1,store.117022@goldilocks.com,Store
107094,MALOLOS,"Provincial Capitol Compound brgy. Ginhawa, Malolos Bulacan",FRANCHISE,Bakeshop,LUZON,CENTRAL LUZON,MALOLOS,Cluster 2,store.107094@goldilocks.com,Store
600178,MAMATID,Raquel Pawnshop National Road Banlic Cabuyao Laguna (4025),COMPANY OWNED,Kiosk,LUZON,SOUTHERN LUZON,CABUYAO,Cluster 3,store.600178@goldilocks.com,Store
102160,MANAOAG TOWN PROPER,"24 Rizal St., Poblacion, Manaoag Pangasinan",SUBSIDIARIES,Bakeshop,LUZON,NORTHERN LUZON,"URDANETA, CITY OF",Cluster 2,store.102160@goldilocks.com,Store
115112,MANDAUE FLYOVER,"M.L. Quezon St., Maguikay Mandaue City Cebu",SUBSIDIARIES,Kiosk,VISAYAS,CENTRAL VISAYAS,MANDAUE CITY,Cluster 4,store.115112@goldilocks.com,Store
119744,MANOLO FORTICH,"Unit N1, Prince Manolo Fortichm, Poblacion, Bukidnon",SUBSIDIARIES,Cart,MINDANAO,NORTHERN MINDANAO,MANOLO FORTICH,Cluster 4,store.119744@goldilocks.com,Store
119760,MARANDING 2 - SU,"Purok Balayong, Brgy. Maranding, Lala, Lanao Del Norte 9211",SUBSIDIARIES,Kiosk,MINDANAO,NORTHERN MINDANAO,"LALA, CITY OF",Cluster 4,store.119760@goldilocks.com,Store
103144,MARBEL,"G/F 1L-106 KCC MALL Gensan Drive Koronadal, South Cotabat0",FRANCHISE,Cart,MINDANAO,SOUTHERN MINDANAO,GENERAL SANTOS CITY (DADIANGAS),Cluster 4,store.103144@goldilocks.com,Store
115081,MARIA AURORA,"Manuel L. Quezon St., Brgy. IV, Maria Aurora Province",SUBSIDIARIES,Bakeshop,LUZON,NORTHERN LUZON,MARIA AURORA,Cluster 2,store.115081@goldilocks.com,Store
600015,MARIKINA CONCEPCION,"No. 16 Bayan Bayanan Avenue, Concepcion Marikina",COMPANY OWNED,Full Store,LUZON,MEGA NORTH,"MARIKINA, CITY OF",Cluster 1,store.600015@goldilocks.com,Store
600048,"MARIKINA,BYN","Stall #11,274 Shoe Ave., Sta. Elena, Marikina City",COMPANY OWNED,Bakeshop,LUZON,MEGA NORTH,"MARIKINA, CITY OF",Cluster 1,store.600048@goldilocks.com,Store
116276,"MARIVELES, BATAAN",#12 Sarreal st. San Carlos Mariveles Bataan,FRANCHISE,Kiosk,LUZON,CENTRAL LUZON,"BALANGA, CITY OF",Cluster 2,store.116276@goldilocks.com,Store
600109,MARKET MARKET,"Space 227A, 2nd  Level  Market Market Bonifacio Global City, Taguig",COMPANY OWNED,Full Store,LUZON,MEGA SOUTH,TAGUIG,Cluster 1,store.600109@goldilocks.com,Store
104040,MARTINEZ MANDALUYONG,"Block 19 Lot 21 Martinez Street, Barangay Plainview, Mandaluyong City",FRANCHISE,Bakeshop,LUZON,MEGA SOUTH,"MANDALUYONG, CITY OF",Cluster 1,store.104040@goldilocks.com,Store
116049,MASAGANA,"# 2410 G/F Wellcome Plaza, Taft Ave. ,near cor. Libertad, Pasay City",FRANCHISE,Bakeshop,LUZON,MEGA SOUTH,PASAY CITY,Cluster 1,store.116049@goldilocks.com,Store
600154,MASANGKAY TONDO,"1356 Masangkay  St. corner Mayhaligi St., Sta. Cruz, Manila",COMPANY OWNED,Bakeshop,LUZON,MEGA SOUTH,"MANILA, CITY OF",Cluster 1,store.600154@goldilocks.com,Store
113378,MASBATE 1,"64 Quezon St., Central Nautical Highway, Masbate City",FRANCHISE,Bakeshop,VISAYAS,CENTRAL VISAYAS,"MASBATE, CITY OF",Cluster 4,store.113378@goldilocks.com,Store
600127,MASINAG,"169 Sumulong Highway cor. Masinag Market Mayamot, Antipolo Rizal",COMPANY OWNED,Bakeshop,LUZON,SOUTHERN LUZON,"ANTIPOLO, CITY OF",Cluster 3,store.600127@goldilocks.com,Store
103168,MATI,"DCWC Inc. Bldg. Rizal Extension, Mati City",FRANCHISE,Kiosk,MINDANAO,SOUTHERN MINDANAO,MATI,Cluster 4,store.103168@goldilocks.com,Store
104035,MATINA APLAYA TM,"Matina Aplayaï¿½ Arcade Corner Purok Malinawon, Matina Aplaya, Davao City",SUBSIDIARIES,Test Market,MINDANAO,SOUTHERN MINDANAO,DAVAO CITY,Cluster 4,store.104035@goldilocks.com,Store
126007,MCU-LOL 2,"G/F LOL Realty Bldg. , Edsa cor. Asuncion St. Caloocan City",FRANCHISE,Bakeshop,LUZON,MEGA NORTH,CALOOCAN ,Cluster 1,store.126007@goldilocks.com,Store
600264,MENDEZ TAGAYTAY,G/F Genesis Tourist Inn E. Aguinaldo Highway Mendez Crossing West Tagaytay City,COMPANY OWNED,Kiosk,LUZON,SOUTHERN LUZON,TAGAYTAY CITY,Cluster 3,store.600264@goldilocks.com,Store
116098,METROPOINT,G/F 2410-33 Taft Ave. cor. Libertad St. Pasay City,FRANCHISE,Bakeshop,LUZON,MEGA SOUTH,PASAY CITY,Cluster 1,store.116098@goldilocks.com,Store
109042,MEXICO PAMPANGA,"Pistahan Bldg. 1st St., Prian Mexico Pampanga",FRANCHISE,Kiosk,LUZON,CENTRAL LUZON,MEXICO,Cluster 2,store.109042@goldilocks.com,Store
107013,MEYCAUAYAN,"Maristel Bldg. KM 19 Mc Arthur Highway Calvario, Meycauayan, Bulacan",FRANCHISE,Bakeshop,LUZON,CENTRAL LUZON,MEYCAUAYAN,Cluster 2,store.107013@goldilocks.com,Store
102203,MIAG-AO - SU,"Legazpi st., Miag - Ao Iloilo",SUBSIDIARIES,Kiosk,VISAYAS,WESTERN VISAYAS,ILOILO CITY,Cluster 4,store.102203@goldilocks.com,Store
600216,MINDANAO AVE,"# 2 Mindanao Avenue Extension, Tandang Sora, Quezon city",COMPANY OWNED,Kiosk,LUZON,MEGA NORTH,QUEZON CITY,Cluster 1,store.600216@goldilocks.com,Store
119833,MINDPRO SUPERMARKET ZAMBOANGA,"La Purisima St., SM Mindpro Zamboanga, Zamboanga City",SUBSIDIARIES,Kiosk,MINDANAO,NORTHERN MINDANAO,ZAMBOANGA CITY,Cluster 4,No E-mail Account,Store
119722,MINTAL - SU,"Door #5 RJQ. Bldg.,Corner Champaca St. Mintal, Davao City",SUBSIDIARIES,Cart,MINDANAO,SOUTHERN MINDANAO,DAVAO CITY,Cluster 4,store.119722@goldilocks.com,Store
119763,MOLAVE 2 - SU,"Mabini St., Maloloy-on, Molvae, Zamboanga, Del Sur 7023",SUBSIDIARIES,Cart,MINDANAO,NORTHERN MINDANAO,MOLAVE,Cluster 4,store.119763@goldilocks.com,Store
600221,MOLINO KIOSK,"Sola Grande Mall, Molino Road, Molino Bacoor Cavite",COMPANY OWNED,Kiosk,LUZON,SOUTHERN LUZON,BACOOR,Cluster 3,store.600221@goldilocks.com,Store
600200,MONTALBAN RIZAL,"Unit 105-A & 110-A Montalban Town Center, Rodriguez Highway corner Reyes Street Brgy. San Jose Rodri",COMPANY OWNED,Bakeshop,LUZON,SOUTHERN LUZON,RODRIGUEZ (MONTALBAN),Cluster 3,store.600200@goldilocks.com,Store
600170,MORONG RIZAL,"Morong Center Point, 085 T. Cladio St. San Juan, Morong, Rizal",COMPANY OWNED,Kiosk,LUZON,SOUTHERN LUZON,MORONG,Cluster 3,store.600170@goldilocks.com,Store
